Contrat_ID,No_voie,B_T_Q,Type_de_voie,Voie,Code_dep_code_commune,Code_postal,Surface,Type_local,Occupation,Type_contrat,Formule,Valeur_declaree_biens,Prix_cotisation_mensuel
103607,59,,RUE,BEAU,94028,13012,90,Appartement,Proprietaire,Mise en location,Integral,25000-50000,26
116143,11,,AV,BEAU,75112,77170,42,Maison,Proprietaire,Residence principale,Integral,25000-50000,26
103338,26,,AV,BEAU PIN,94041,13008,26,Appartement,Locataire,Residence principale,Integral,0-25000,9
109904,2,,ALL,BEAU RIVAGE,80021,44200,86,Appartement,Proprietaire,Residence principale,Classique,0-25000,16
119416,10,,AV,BEAU RIVAGE,69383,83320,47,Appartement,Proprietaire,Mise en location,Integral,0-25000,20
119502,5001,F,AV,BEAU RIVAGE,69382,83320,61,Appartement,Proprietaire,Residence principale,Integral,25000-50000,25
119521,5001,F,AV,BEAU RIVAGE,69382,83320,38,Appartement,Proprietaire,Residence principale,Classique,0-25000,16
119715,5001,F,AV,BEAU RIVAGE,69286,83320,62,Appartement,Proprietaire,Residence principale,Integral,25000-50000,26
107327,2,,RUE,BEAU SEJOUR,91425,34000,56,Appartement,Proprietaire,Residence principale,Classique,0-25000,15
101866,14,,IMP,BEAU SOLEIL,95091,6220,31,Appartement,Proprietaire,Residence principale,Classique,0-25000,10
115284,395,,RUE,BEAU SOLEIL,75116,74120,78,Maison,Proprietaire,Residence principale,Integral,25000-50000,41
114299,10,,IMP,BEAU VALLON,75118,69800,67,Appartement,Proprietaire,Residence principale,Classique,0-25000,14
128199,56,,RUE,BEAUBOURG,31555,75003,79,Appartement,Proprietaire,Residence principale,Integral,50000-100000,61
128336,30,,RUE,BEAUBOURG,30334,75003,44,Appartement,Proprietaire,Mise en location,Integral,25000-50000,34
128391,97,,RUE,BEAUBOURG,30189,75003,11,Appartement,Proprietaire,Residence principale,Classique,0-25000,16
128454,44,,RUE,BEAUBOURG,30189,75003,83,Appartement,Proprietaire,Residence principale,Classique,0-25000,15
128238,11,B,AV,BEAUCOUR,31555,75008,44,Appartement,Proprietaire,Residence principale,Classique,25000-50000,35
100875,7096,,,BEAUDINE,973307,4300,77,Appartement,Proprietaire,Residence principale,Integral,0-25000,14
124071,1,,RUE,BEAUFILS,44055,93120,27,Appartement,Proprietaire,Residence principale,Classique,0-25000,13
128351,12,,RUE,BEAUJON,30276,75008,19,Appartement,Proprietaire,Residence principale,Classique,0-25000,16
107076,11,,RUE,BEAUMARCHAIS,91570,33150,70,Appartement,Locataire,Residence principale,Classique,0-25000,13
124699,6,,RUE,BEAUMARCHAIS,40224,93100,40,Appartement,Locataire,Residence principale,Integral,0-25000,18
128146,113,,BD,BEAUMARCHAIS,31555,75003,115,Appartement,Locataire,Residence principale,Integral,50000-100000,76
128147,51,,BD,BEAUMARCHAIS,31555,75003,11,Appartement,Proprietaire,Residence principale,Integral,0-25000,15
128250,113,,BD,BEAUMARCHAIS,31446,75003,134,Appartement,Proprietaire,Residence principale,Integral,50000-100000,84
128295,73,,BD,BEAUMARCHAIS,31113,75003,106,Appartement,Locataire,Residence principale,Integral,25000-50000,55
128452,89,,BD,BEAUMARCHAIS,30189,75003,36,Appartement,Proprietaire,Residence principale,Classique,25000-50000,24
129358,38,,BD,BEAUMARCHAIS,22278,75011,50,Appartement,Proprietaire,Residence secondaire,Integral,25000-50000,36
129403,46,,BD,BEAUMARCHAIS,22179,75011,73,Appartement,Proprietaire,Residence principale,Integral,25000-50000,47
132813,7,,BD,BEAUMARCHAIS,1173,75004,108,Appartement,Proprietaire,Residence principale,Integral,50000-100000,72
132865,19,,BD,BEAUMARCHAIS,1060,75004,53,Appartement,Proprietaire,Residence principale,Integral,25000-50000,37
103091,16,,RUE,BEAUMONT,94047,13001,40,Appartement,Proprietaire,Residence principale,Classique,0-25000,11
130098,8,,RUE,BEAUNIER,13213,75014,32,Appartement,Locataire,Residence principale,Classique,0-25000,20
109966,14,,RUE,BEAUREGARD,79114,44000,23,Appartement,Locataire,Residence principale,Integral,0-25000,9
132777,21,,RUE,BEAUREGARD,1283,75002,15,Appartement,Proprietaire,Residence secondaire,Classique,0-25000,12
132842,15,,RUE,BEAUREGARD,1143,75002,29,Appartement,Proprietaire,Residence principale,Classique,25000-50000,23
132866,27,,RUE,BEAUREGARD,1034,75002,40,Appartement,Proprietaire,Residence principale,Classique,25000-50000,30
125100,102,,AV,BEAUREPAIRE,38416,94100,45,Appartement,Locataire,Residence principale,Classique,0-25000,15
103719,3,,BD,BEAUSEJOUR,94018,13011,132,Appartement,Proprietaire,Residence principale,Classique,0-25000,19
110943,15,,RES,BEAUSEJOUR,78372,49460,95,Maison,Proprietaire,Residence principale,Integral,0-25000,17
122176,9,,AV,BEAUSEJOUR,56114,92500,42,Appartement,Proprietaire,Residence principale,Classique,0-25000,18
124194,22,,AV,BEAUSEJOUR,43177,93470,88,Maison,Proprietaire,Residence principale,Integral,0-25000,20
107763,15,,PL,BEAUSOLEIL,91174,34810,74,Maison,Proprietaire,Residence principale,Integral,0-25000,15
103064,5001,,CITE,BEAUSOLEIL B ROUX PR,94052,13004,52,Appartement,Proprietaire,Residence principale,Classique,0-25000,12
103096,5001,,CITE,BEAUSOLEIL B ROUX PR,94047,13004,60,Appartement,Locataire,Residence principale,Classique,0-25000,13
103128,5001,,CITE,BEAUSOLEIL B ROUX PR,94046,13004,64,Appartement,Proprietaire,Mise en location,Integral,0-25000,12
132761,17,,RUE,BEAUTREILLIS,1354,75004,65,Appartement,Proprietaire,Residence secondaire,Classique,25000-50000,52
132791,11,,RUE,BEAUTREILLIS,1240,75004,68,Appartement,Proprietaire,Residence principale,Integral,25000-50000,46
111756,9,,RUE,BEAUVAIS,77449,56100,42,Appartement,Proprietaire,Mise en location,Integral,0-25000,9
103316,9001,,,BEAUVALLON CENTRE,94041,13009,44,Appartement,Locataire,Residence principale,Integral,0-25000,10
103493,9001,,,BEAUVALLON CENTRE,94033,13009,62,Appartement,Locataire,Residence principale,Integral,0-25000,13
103577,9001,,,BEAUVALLON LES CEDRES,94028,13009,58,Appartement,Proprietaire,Residence principale,Integral,0-25000,13
103343,9001,,,BEAUVALLON PINEDE,94041,13009,56,Appartement,Proprietaire,Residence principale,Classique,0-25000,13
108350,6,,AV,BEAUVERT,85226,38100,52,Appartement,Proprietaire,Residence principale,Classique,0-25000,11
115363,42,,RPE,BEAUVOISINE,75115,76000,37,Appartement,Locataire,Residence principale,Integral,0-25000,10
115364,55,,RUE,BEAUVOISINE,75115,76000,41,Appartement,Proprietaire,Residence principale,Classique,0-25000,11
105666,16,,RUE,BEC DE LIEVRE,92049,30900,20,Appartement,Proprietaire,Residence principale,Integral,0-25000,11
129597,18,,RUE,BECCARIA,17300,75012,35,Appartement,Locataire,Residence principale,Integral,25000-50000,27
129928,18,,RUE,BECCARIA,14220,75012,37,Appartement,Proprietaire,Residence principale,Integral,25000-50000,24
114087,1,,RUE,BECHEVELIN,75118,69007,30,Appartement,Proprietaire,Residence principale,Integral,0-25000,12
111994,124,B,AV,BECQUART,77333,59130,100,Appartement,Proprietaire,Residence principale,Integral,0-25000,16
111995,124,B,AV,BECQUART,77333,59130,88,Appartement,Locataire,Residence principale,Classique,0-25000,16
110049,17,,RUE,BEETHOVEN,78650,44300,56,Appartement,Proprietaire,Residence principale,Classique,0-25000,16
127165,2,,RES,BEETHOVEN,33167,95500,73,Appartement,Locataire,Residence principale,Classique,0-25000,11
130981,4,,RUE,BEETHOVEN,11202,75016,93,Appartement,Locataire,Residence principale,Integral,50000-100000,57
102521,12,,RUE,BEGAND,94074,10000,103,Appartement,Proprietaire,Residence principale,Classique,0-25000,16
102584,6,B,RUE,BEGAND,94073,10000,64,Appartement,Locataire,Residence principale,Integral,0-25000,11
102204,500,,AV,BEL AIR,94080,6270,32,Appartement,Locataire,Residence principale,Integral,0-25000,12
102324,525,,AV,BEL AIR,94080,6270,23,Appartement,Proprietaire,Residence principale,Classique,0-25000,11
104195,9001,,RES,BEL AIR,93066,17430,67,Appartement,Locataire,Residence principale,Integral,0-25000,9
106505,14,,CHE,BEL AIR,92020,33130,22,Appartement,Locataire,Residence principale,Classique,0-25000,10
116137,55,,RUE,BEL OMBRE,75112,77190,64,Appartement,Proprietaire,Residence principale,Classique,0-25000,14
114124,14,,RUE,BELA BARTOK,75118,69200,64,Appartement,Locataire,Residence principale,Classique,0-25000,16
113573,15,,RUE,BELFORT,75120,69004,120,Appartement,Proprietaire,Residence principale,Classique,25000-50000,34
113720,22,,RUE,BELFORT,75119,69004,49,Appartement,Proprietaire,Residence secondaire,Classique,0-25000,18
132213,4,,RUE,BELGRAND,6030,75020,43,Appartement,Proprietaire,Residence secondaire,Classique,25000-50000,26
132474,22,,RUE,BELGRAND,6004,75020,40,Appartement,Proprietaire,Residence principale,Integral,25000-50000,27
132653,4,,RUE,BELGRAND,4006,75020,38,Appartement,Proprietaire,Residence principale,Classique,25000-50000,24
131124,9,,RUE,BELIDOR,10387,75017,14,Appartement,Proprietaire,Residence principale,Classique,0-25000,13
131417,11,,RUE,BELIDOR,6161,75017,52,Appartement,Proprietaire,Residence principale,Integral,25000-50000,36
131460,7,,RUE,BELIDOR,6155,75017,36,Appartement,Locataire,Residence principale,Classique,25000-50000,26
131559,3,,RUE,BELIDOR,6120,75017,30,Appartement,Proprietaire,Residence principale,Integral,0-25000,21
111346,54,,RUE,BELIN,78165,51100,32,Appartement,Proprietaire,Residence principale,Classique,0-25000,10
110421,27,,BD,BELLANGER,78551,44420,74,Appartement,Locataire,Residence principale,Classique,0-25000,19
122911,6,,RUE,BELLANGER,49353,92200,90,Appartement,Proprietaire,Residence principale,Integral,50000-100000,60
117997,1,B,RUE,BELLAVOINE,75103,78230,67,Appartement,Proprietaire,Residence principale,Integral,0-25000,16
118051,1,B,RUE,BELLAVOINE,75103,78230,54,Appartement,Proprietaire,Residence principale,Classique,0-25000,17
118126,1,B,RUE,BELLAVOINE,75102,78230,53,Appartement,Proprietaire,Residence principale,Classique,0-25000,16
112447,3,,RUE,BELLE CROIX,77186,59890,104,Maison,Proprietaire,Mise en location,Classique,0-25000,19
125480,4,,ALL,BELLE CROIX,38151,94200,67,Appartement,Proprietaire,Residence secondaire,Integral,25000-50000,23
127196,2,,RES,BELLE HELENE,33140,95350,80,Appartement,Proprietaire,Residence principale,Classique,0-25000,15
127271,5,,RES,BELLE HELENE,33075,95350,72,Appartement,Proprietaire,Residence principale,Classique,0-25000,17
102869,110,,RES,BELLE PLAGE,94059,11370,22,Appartement,Proprietaire,Residence principale,Classique,0-25000,9
103514,9001,,RES,BELLE PLAINE,94033,13600,29,Appartement,Locataire,Residence principale,Integral,0-25000,14
115576,10,,RUE,BELLE VUE,75115,76620,86,Appartement,Locataire,Residence principale,Classique,0-25000,16
115602,10,,RUE,BELLE VUE,75115,76620,147,Appartement,Proprietaire,Residence principale,Integral,25000-50000,28
113523,10,,RUE,BELLECORDIERE,75120,69002,102,Appartement,Proprietaire,Residence secondaire,Integral,25000-50000,37
115533,30,,RUE,BELLEFONTAINE,75115,76600,76,Appartement,Locataire,Residence principale,Integral,0-25000,11
117461,35,,AV,BELLEFORIERE,75107,78600,56,Appartement,Proprietaire,Residence secondaire,Integral,0-25000,19
106901,156,,,BELLEGARDE,91691,33370,49,Appartement,Proprietaire,Residence principale,Integral,0-25000,13
110722,16,,BD,BELLES MANIERES,78481,45200,44,Appartement,Locataire,Residence principale,Classique,0-25000,13
108944,11,,BD,BELLEVUE,83129,39200,118,Appartement,Locataire,Residence principale,Integral,0-25000,9
111888,5986,,,BELLEVUE,77374,56360,24,Appartement,Locataire,Residence principale,Integral,0-25000,10
112423,40,,RES,BELLEVUE,77186,59910,43,Maison,Locataire,Residence principale,Classique,0-25000,13
113157,4,,LOT,BELLEVUE,76351,64440,67,Maison,Locataire,Residence principale,Classique,0-25000,13
115225,146,,RUE,BELLEVUE,75116,74700,87,Appartement,Proprietaire,Mise en location,Integral,25000-50000,22
115234,198,,RUE,BELLEVUE,75116,74700,41,Appartement,Locataire,Residence principale,Integral,0-25000,13
123056,6,,IMP,BELLEVUE,49007,92100,66,Appartement,Proprietaire,Mise en location,Integral,25000-50000,33
123175,6,,IMP,BELLEVUE,45302,92100,35,Appartement,Locataire,Residence principale,Classique,25000-50000,22
131613,89,,RUE,BELLIARD,6088,75018,39,Appartement,Proprietaire,Residence secondaire,Integral,25000-50000,24
131711,89,,RUE,BELLIARD,6088,75018,26,Appartement,Proprietaire,Residence secondaire,Classique,0-25000,14
131837,6,,VLA,BELLIARD,6088,75018,61,Appartement,Proprietaire,Mise en location,Classique,25000-50000,39
131867,89,,RUE,BELLIARD,6088,75018,65,Appartement,Locataire,Residence principale,Integral,25000-50000,32
131911,71,,RUE,BELLIARD,6088,75018,26,Appartement,Proprietaire,Residence principale,Classique,0-25000,18
132019,93,,RUE,BELLIARD,6083,75018,38,Appartement,Proprietaire,Residence principale,Classique,25000-50000,25
130017,17,,RUE,BELLIER DEDOUVRE,13214,75013,15,Appartement,Proprietaire,Mise en location,Classique,0-25000,15
132201,7,B,RUE,BELLOT,6030,75019,22,Appartement,Locataire,Residence principale,Integral,0-25000,14
132476,7,B,RUE,BELLOT,6004,75019,20,Appartement,Proprietaire,Residence principale,Classique,0-25000,15
132511,3,,RUE,BELLOT,5096,75019,21,Appartement,Proprietaire,Residence principale,Integral,0-25000,14
105168,9032,,PARC,BELVEDERE,92072,20000,86,Appartement,Proprietaire,Mise en location,Classique,25000-50000,22
105239,9028,,PARC,BELVEDERE,92063,20000,68,Appartement,Proprietaire,Residence principale,Integral,0-25000,18
105253,9032,,PARC,BELVEDERE,92063,20000,54,Appartement,Locataire,Residence principale,Integral,0-25000,15
130156,20,,RUE,BENARD,13212,75014,26,Appartement,Proprietaire,Residence principale,Classique,0-25000,21
102938,18,,RUE,BENEDIT,94058,13004,41,Appartement,Proprietaire,Residence secondaire,Classique,0-25000,12
103152,36,,RUE,BENEDIT,94046,13004,59,Appartement,Proprietaire,Residence principale,Integral,0-25000,13
102817,4,,RUE,BENJAMIN CREMIEUX,94067,11100,39,Appartement,Proprietaire,Mise en location,Integral,0-25000,9
116753,11,,RUE,BENJAMIN DELESSERT,75110,77124,59,Appartement,Locataire,Residence principale,Integral,0-25000,16
117049,14,,RUE,BENJAMIN FRANKLIN,75109,78000,50,Appartement,Proprietaire,Residence principale,Integral,25000-50000,25
130801,3,,RUE,BENJAMIN FRANKLIN,13007,75016,134,Appartement,Proprietaire,Residence principale,Classique,50000-100000,84
124888,1,,SQ,BENJAMIN MOLOISE,40036,94000,46,Appartement,Locataire,Residence principale,Integral,0-25000,14
110107,1,,RUE,BENJAMIN PERRET,78646,44400,74,Appartement,Proprietaire,Residence principale,Classique,0-25000,16
112876,5,,RUE,BENJAMIN RASPAIL,77014,60100,24,Appartement,Proprietaire,Residence secondaire,Classique,0-25000,9
123612,1,,RUE,BENOIST,44116,92290,84,Appartement,Proprietaire,Residence principale,Classique,25000-50000,33
110459,10,,ESP,BENOIT,78551,44500,38,Appartement,Proprietaire,Residence secondaire,Integral,0-25000,16
101063,25,,RUE,BENOIT BUNICO,95604,6300,17,Appartement,Proprietaire,Mise en location,Integral,0-25000,8
101065,6,,RUE,BENOIT BUNICO,95604,6300,36,Appartement,Proprietaire,Residence principale,Integral,0-25000,17
105631,14,,RUE,BENOIT GERMAIN,92049,30900,38,Appartement,Proprietaire,Residence principale,Classique,0-25000,10
119216,35,,AV,BENOIT MALON,69386,83100,37,Appartement,Proprietaire,Residence principale,Integral,0-25000,11
122615,10,,RUE,BENOIT MALON,51573,92600,30,Appartement,Locataire,Residence principale,Integral,0-25000,17
125753,56,,RUE,BENOIT MALON,35278,94250,42,Appartement,Proprietaire,Residence principale,Integral,0-25000,17
125791,49,,RUE,BENOIT MALON,35238,94250,59,Appartement,Proprietaire,Residence principale,Classique,25000-50000,22
109454,1,,RUE,BENOIT ORIOL,83049,42400,45,Appartement,Proprietaire,Residence secondaire,Integral,0-25000,9
119938,11,,BD,BENONI AURAN,69264,84170,55,Appartement,Locataire,Residence principale,Classique,0-25000,12
109666,16,,BD,BENONI GOULLIN,82124,44200,69,Appartement,Proprietaire,Residence principale,Integral,0-25000,16
131094,8,,RUE,BENOUVILLE,11170,75016,105,Appartement,Locataire,Residence principale,Classique,50000-100000,60
102915,13,,RUE,BERANGER,94058,13004,56,Appartement,Locataire,Residence principale,Classique,0-25000,14
115856,1,,RUE,BERANGER,75114,77300,50,Appartement,Locataire,Residence principale,Integral,25000-50000,32
116340,13,,RUE,BERANGER,75112,77300,48,Appartement,Proprietaire,Residence principale,Classique,0-25000,17
123116,7,,RUE,BERANGER,48095,92100,22,Appartement,Proprietaire,Residence principale,Classique,0-25000,14
128344,19,,RUE,BERANGER,30325,75003,105,Appartement,Locataire,Residence principale,Integral,50000-100000,71
126659,5,,PL,BERAULT,33522,94300,28,Appartement,Locataire,Residence principale,Classique,0-25000,20
113995,8,,IMP,BERCHET,75118,69008,41,Appartement,Proprietaire,Residence principale,Classique,0-25000,17
129075,9,,RUE,BERGERE,26281,75009,29,Appartement,Proprietaire,Residence secondaire,Classique,0-25000,20
129095,6,,CITE,BERGERE,26281,75009,24,Appartement,Locataire,Residence principale,Classique,25000-50000,21
106675,26,,RUE,BERGERET,92009,33000,23,Appartement,Proprietaire,Residence principale,Integral,0-25000,11
106742,42,,RUE,BERGERET,92004,33000,41,Appartement,Proprietaire,Residence principale,Classique,0-25000,15
109365,86,,RUE,BERGSON,83062,42000,72,Appartement,Locataire,Residence principale,Integral,0-25000,10
109380,122,B,RUE,BERGSON,83062,42000,64,Appartement,Proprietaire,Residence principale,Classique,0-25000,10
109394,177,,RUE,BERGSON,83062,42000,53,Appartement,Proprietaire,Residence principale,Integral,0-25000,9
109409,128,,RUE,BERGSON,83061,42000,68,Appartement,Proprietaire,Residence principale,Integral,0-25000,10
109420,153,,RUE,BERGSON,83061,42000,75,Appartement,Proprietaire,Residence principale,Integral,0-25000,10
109436,107,,RUE,BERGSON,83054,42000,45,Appartement,Proprietaire,Residence principale,Integral,0-25000,9
109446,66,,RUE,BERGSON,83050,42000,68,Appartement,Locataire,Residence principale,Classique,0-25000,10
101181,18,,RUE,BERLIOZ,95539,6000,150,Appartement,Proprietaire,Residence principale,Integral,25000-50000,52
101186,10,,RUE,BERLIOZ,95527,6000,89,Appartement,Proprietaire,Mise en location,Integral,25000-50000,23
101229,7,,RUE,BERLIOZ,95500,6000,41,Appartement,Proprietaire,Residence principale,Integral,0-25000,17
110420,2,,AV,BERLIOZ,78551,44500,48,Appartement,Proprietaire,Residence secondaire,Classique,0-25000,17
112806,6,,RUE,BERLIOZ,77053,60300,61,Appartement,Proprietaire,Residence principale,Classique,0-25000,17
112830,3,,RUE,BERLIOZ,77018,60300,73,Appartement,Proprietaire,Residence principale,Classique,0-25000,14
121349,5,,ALL,BERLIOZ,60141,91200,63,Appartement,Proprietaire,Residence secondaire,Integral,0-25000,14
124288,30,,AV,BERLIOZ,42218,93270,80,Appartement,Proprietaire,Residence principale,Classique,0-25000,13
103056,20,,BD,BERNABO,94052,13015,52,Appartement,Proprietaire,Residence principale,Classique,0-25000,9
102966,8,,RUE,BERNARD,94058,13003,36,Appartement,Proprietaire,Residence principale,Integral,0-25000,9
103041,22,,RUE,BERNARD,94052,13003,33,Appartement,Locataire,Residence principale,Integral,0-25000,10
118586,40,,RUE,BERNARD CUMINAL,74010,80090,80,Maison,Proprietaire,Residence principale,Integral,0-25000,15
102908,48,,RUE,BERNARD DU BOIS,94058,13001,26,Appartement,Proprietaire,Residence principale,Classique,0-25000,9
103024,10,,RUE,BERNARD DU BOIS,94052,13001,45,Appartement,Proprietaire,Residence principale,Classique,0-25000,12
124766,62,,RUE,BERNARD GANTE,40088,93250,24,Appartement,Proprietaire,Residence principale,Integral,0-25000,11
124782,12,,RUE,BERNARD GANTE,40088,93250,22,Appartement,Locataire,Residence principale,Integral,0-25000,10
122517,4,,RUE,BERNARD JUGAULT,54261,92600,67,Appartement,Proprietaire,Residence principale,Classique,25000-50000,27
122593,7,,RUE,BERNARD JUGAULT,53054,92600,31,Maison,Proprietaire,Residence principale,Integral,25000-50000,23
111387,60,H,RUE,BERNARD LE PECQ,78158,53000,29,Maison,Proprietaire,Residence principale,Classique,0-25000,9
105848,21,,RUE,BERNARD MULE,92044,31400,17,Appartement,Proprietaire,Residence principale,Classique,0-25000,10
106956,4,,RUE,BERNARD PALISSY,91661,33150,67,Appartement,Proprietaire,Residence secondaire,Classique,0-25000,13
116080,68,,RUE,BERNARD PALISSY,75113,77210,62,Appartement,Locataire,Residence principale,Integral,0-25000,15
116916,3,,RUE,BERNARD PALISSY,75110,77600,50,Appartement,Proprietaire,Residence principale,Integral,0-25000,14
123087,9,,AV,BERNARD PALISSY,49007,92210,20,Appartement,Proprietaire,Residence principale,Integral,0-25000,13
128762,11,,RUE,BERNARD PALISSY,29019,75006,44,Appartement,Proprietaire,Residence principale,Classique,25000-50000,42
120425,16,,RUE,BERNART DE VENTADOUR,69009,87000,65,Appartement,Proprietaire,Residence principale,Integral,0-25000,9
103113,6,,RUE,BERNEX,94046,13001,63,Appartement,Locataire,Residence principale,Classique,0-25000,14
120160,21,,RUE,BERNICOT,69171,85100,32,Appartement,Proprietaire,Mise en location,Classique,0-25000,11
120235,21,,RUE,BERNICOT,69136,85100,18,Appartement,Proprietaire,Residence principale,Integral,0-25000,9
114713,149,,PL,BERNIGAL GUILLERMIN,75117,69620,76,Appartement,Proprietaire,Mise en location,Integral,0-25000,15
108343,95,,CRS,BERRIAT,85226,38000,58,Appartement,Proprietaire,Residence principale,Classique,0-25000,13
108346,54,,CRS,BERRIAT,85226,38000,72,Appartement,Locataire,Residence principale,Integral,0-25000,13
108396,126,,CRS,BERRIAT,85194,38000,70,Appartement,Proprietaire,Mise en location,Classique,0-25000,12
108398,82,,CRS,BERRIAT,85194,38000,70,Appartement,Locataire,Residence principale,Classique,0-25000,14
108402,104,,CRS,BERRIAT,85194,38000,32,Appartement,Proprietaire,Residence principale,Classique,0-25000,10
108470,17,,CRS,BERRIAT,84137,38000,63,Appartement,Proprietaire,Residence principale,Classique,0-25000,14
108497,17,,CRS,BERRIAT,84092,38000,134,Appartement,Proprietaire,Residence principale,Integral,25000-50000,23
108589,32,,CRS,BERRIAT,84016,38000,90,Appartement,Proprietaire,Residence principale,Integral,0-25000,18
104539,39,,RUE,BERSOT,93049,25000,42,Appartement,Proprietaire,Residence principale,Classique,0-25000,10
105262,9001,,PARC,BERTHAULT  L'ALCYON,92063,20000,85,Appartement,Proprietaire,Residence principale,Classique,25000-50000,21
105210,2,,PARC,BERTHAULT LES DRAGONNIERS,92063,20000,54,Appartement,Proprietaire,Residence principale,Integral,0-25000,19
108496,12,,RUE,BERTHE DE BOISSIEUX,84092,38000,86,Appartement,Proprietaire,Residence principale,Classique,0-25000,19
108579,14,,RUE,BERTHE DE BOISSIEUX,84031,38000,33,Appartement,Locataire,Residence principale,Classique,0-25000,11
104510,13,,RUE,BERTHE MORISOT,93050,25000,96,Maison,Proprietaire,Residence principale,Classique,0-25000,18
104560,1,A,RUE,BERTHE MORISOT,93049,25000,68,Appartement,Proprietaire,Residence principale,Integral,0-25000,11
107792,5,,RUE,BERTHE MORISOT,91174,35131,65,Appartement,Proprietaire,Residence principale,Classique,0-25000,14
106717,16,B,RUE,BERTHELOT,92004,33130,63,Appartement,Locataire,Residence principale,Classique,0-25000,19
107042,2,,RUE,BERTHELOT,91573,33950,69,Appartement,Proprietaire,Residence secondaire,Classique,25000-50000,27
109490,4,,RUE,BERTHELOT,83034,42400,84,Appartement,Proprietaire,Residence principale,Integral,0-25000,10
113911,5,,AV,BERTHELOT,75118,69007,62,Appartement,Proprietaire,Mise en location,Classique,25000-50000,21
113971,131,,AV,BERTHELOT,75118,69007,54,Appartement,Proprietaire,Residence principale,Classique,0-25000,19
114032,279,,AV,BERTHELOT,75118,69008,17,Appartement,Proprietaire,Mise en location,Integral,0-25000,10
114062,89,,AV,BERTHELOT,75118,69007,57,Appartement,Proprietaire,Residence principale,Classique,0-25000,20
114065,145,,AV,BERTHELOT,75118,69007,18,Appartement,Proprietaire,Residence principale,Classique,0-25000,10
114095,275,,AV,BERTHELOT,75118,69008,52,Appartement,Proprietaire,Residence principale,Classique,0-25000,15
124061,2,,RUE,BERTHELOT,44055,93450,30,Appartement,Proprietaire,Residence principale,Classique,0-25000,11
127284,8,,ALL,BERTHELOT,33075,95150,85,Maison,Locataire,Residence principale,Integral,0-25000,18
119091,40,,RUE,BERTHIER,69387,83100,18,Appartement,Proprietaire,Residence principale,Classique,0-25000,12
119278,12,,RUE,BERTHIER,69385,83100,34,Appartement,Proprietaire,Residence principale,Classique,0-25000,9
119279,12,,RUE,BERTHIER,69385,83100,35,Appartement,Proprietaire,Residence principale,Classique,0-25000,9
123768,18,B,RUE,BERTHIER,44109,93500,19,Appartement,Proprietaire,Residence principale,Classique,0-25000,9
131156,162,,BD,BERTHIER,10387,75017,20,Appartement,Proprietaire,Residence principale,Integral,0-25000,19
131293,31,,BD,BERTHIER,7330,75017,188,Appartement,Proprietaire,Residence principale,Integral,50000-100000,96
115066,9,,AV,BERTHOLLET,75116,74000,75,Appartement,Locataire,Residence principale,Integral,0-25000,20
125389,55,,RUE,BERTHOLLET,38185,94110,44,Maison,Proprietaire,Residence principale,Integral,0-25000,19
125420,9,,RUE,BERTHOLLET,38185,94110,39,Appartement,Proprietaire,Residence secondaire,Classique,0-25000,16
125609,19,,RUE,BERTHOLLET,37233,94110,32,Appartement,Proprietaire,Residence principale,Integral,0-25000,15
128605,11,,RUE,BERTHOLLET,30133,75005,58,Appartement,Proprietaire,Residence principale,Classique,25000-50000,39
105974,10,,RUE,BERTHY ALBRECHT,92040,31300,64,Appartement,Proprietaire,Residence principale,Integral,0-25000,14
116952,1,,RUE,BERTIE ALBRECHT,75110,77370,39,Appartement,Proprietaire,Residence principale,Classique,0-25000,11
116953,3,,RUE,BERTIE ALBRECHT,75110,77370,47,Appartement,Proprietaire,Residence principale,Classique,0-25000,12
128382,11,,RUE,BERTIN POIREE,30189,75001,76,Appartement,Proprietaire,Mise en location,Classique,50000-100000,60
125931,36,,AV,BERTRAND,35206,94420,98,Appartement,Proprietaire,Residence principale,Classique,25000-50000,23
126101,40,,AV,BERTRAND,34333,94420,111,Appartement,Locataire,Residence principale,Integral,25000-50000,24
108174,6,,RUE,BERTRAND D'ARGENTRE,87085,35500,72,Appartement,Proprietaire,Residence principale,Integral,0-25000,12
116234,7,,RUE,BERTRAND FLORNOY,75112,77120,30,Appartement,Proprietaire,Mise en location,Integral,0-25000,17
121025,1,,RUE,BERTRAND MAUPOME,60471,91200,34,Appartement,Proprietaire,Residence principale,Classique,0-25000,13
109028,23,,RUE,BERTRANOTTE,83123,40100,48,Appartement,Proprietaire,Residence secondaire,Classique,0-25000,10
131229,1,,RUE,BERZELIUS,10325,75017,44,Appartement,Proprietaire,Residence principale,Classique,25000-50000,25
131239,21,,RUE,BERZELIUS,10265,75017,51,Appartement,Proprietaire,Residence principale,Classique,0-25000,17
131392,1,,RUE,BERZELIUS,6161,75017,61,Appartement,Proprietaire,Residence principale,Integral,25000-50000,40
131428,56,,RUE,BERZELIUS,6159,75017,24,Appartement,Proprietaire,Residence principale,Classique,0-25000,16
131456,36,,RUE,BERZELIUS,6155,75017,21,Appartement,Proprietaire,Residence principale,Classique,0-25000,17
131493,26,,RUE,BERZELIUS,6155,75017,13,Appartement,Locataire,Residence principale,Integral,0-25000,13
129871,10,,PAS,BESLAY,14338,75011,41,Appartement,Locataire,Residence principale,Integral,25000-50000,28
